gene_name,entrezID
HNRNPK,3190
HNRNPL,3191
HNRNPM,4670
HNRNPR,10236
HNRNPU,3192
HNRNPUL1,11100
HNRNPUL2,221092
HOMER1,9456
HOMER2,9455
HOMER3,9454
HOOK1,51361
HOOK2,29911
HOPX,84525
HOXA1,3198
HOXA10,3206
HOXA11,3207
HOXA2,3199
HOXA3,3200
HOXA4,3201
HOXA5,3202
HOXA6,3203
HOXA7,3204
HOXA9,3205
HOXB1,3211
HOXB13,10481
HOXB2,3212
HOXB3,3213
HOXB5,3215
HOXB6,3216
HOXB7,3217
HOXB8,3218
HOXB9,3219
HOXC10,3226
HOXC11,3227
HOXC13,3229
HOXC4,3221
HOXC5,3222
HOXC6,3223
HOXC8,3224
HOXD1,3231
HOXD10,3236
HOXD11,3237
HOXD12,3238
HOXD13,3239
HOXD3,3232
HOXD4,3233
HOXD9,3235
HP,3240
HP1BP3,50809
HPCA,3208
HPCAL1,3241
HPCAL4,51440
HPD,3242
HPF1,54969
HPGD,3248
HPGDS,27306
HPN,3249
HPR,3250
HPRT1,3251
HPS1,3257
HPS3,84343
HPS4,89781
HPS5,11234
HPS6,79803
HPSE,10855
HPSE2,60495
HPX,3263
HR,55806
HRAS,3265
HRC,3270
HRG,3273
HRH1,3269
HRH2,3274
HRH3,11255
HRH4,59340
HRK,8739
HROB,78995
HS1BP3,64342
HS2ST1,9653
HS3ST1,9957
HS3ST2,9956
HS3ST3A1,9955
HS3ST3B1,9953
HS6ST1,9394
HSBP1,3281
HSD11B1,3290
HSD11B2,3291
HSD17B1,3292
HSD17B10,3028
HSD17B11,51170
HSD17B12,51144
HSD17B14,51171
HSD17B2,3294
HSD17B3,3293
HSD17B4,3295
HSD17B6,8630
HSD17B7,51478
HSD17B8,7923
HSD3B1,3283
HSD3B2,3284
HSDL2,84263
HSF1,3297
HSF2,3298
HSF2BP,11077
HSF4,3299
HSP90AA1,3320
HSP90AB1,3326
HSP90B1,7184
HSPA12A,259217
HSPA13,6782
HSPA14,51182
HSPA1A,3303
HSPA1B,3304
HSPA1L,3305
HSPA2,3306
HSPA4,3308
HSPA4L,22824
HSPA5,3309
HSPA6,3310
HSPA8,3312
HSPA9,3313
HSPB1,3315
HSPB11,51668
HSPB2,3316
HSPB3,8988
HSPB6,126393
HSPB7,27129
HSPB8,26353
HSPBAP1,79663
HSPBP1,23640
HSPD1,3329
HSPE1,3336
HSPG2,3339
HSPH1,10808
HTATIP2,10553
HTATSF1,27336
HTN1,3346
HTN3,3347
HTR1A,3350
HTR1B,3351
HTR1D,3352
HTR1E,3354
HTR1F,3355
HTR2A,3356
HTR2B,3357
HTR2C,3358
HTR3A,3359
HTR3B,9177
HTR4,3360
HTR5A,3361
HTR6,3362
HTR7,3363
HTR7P1,93164
HTRA1,5654
HTRA2,27429
HTT,3064
HUNK,30811
HUS1,3364
HUWE1,10075
HYAL1,3373
HYAL2,8692
HYAL3,8372
HYAL4,23553
HYDIN,54768
HYI,81888
HYMAI,57061
HYOU1,10525
IAPP,3375
IARS1,3376
IARS2,55699
IBA57,200205
IBSP,3381
IBTK,25998
ICA1,3382
ICAM1,3383
ICAM2,3384
ICAM3,3385
ICAM4,3386
ICAM5,7087
ICE1,23379
ICE2,79664
ICMT,23463
ICOS,29851
ICOSLG,23308
ID1,3397
ID2,3398
ID3,3399
ID4,3400
IDE,3416
IDH1,3417
IDH2,3418
IDH3A,3419
IDH3B,3420
IDH3G,3421
IDI1,3422
IDI2-AS1,55853
IDO1,3620
IDS,3423
IDUA,3425
IER2,9592
IER3,8870
IER3IP1,51124
IER5,51278
IFFO1,25900
IFI16,3428
IFI27,3429
IFI30,10437
IFI35,3430
IFI44,10561
IFI44L,10964
IFI6,2537
IFIH1,64135
IFIT1,3434
IFIT2,3433
IFIT3,3437
IFIT5,24138
IFITM1,8519
IFITM2,10581
IFITM3,10410
IFNA1,3439
IFNA10,3446
IFNA13,3447
IFNA14,3448
IFNA16,3449
IFNA17,3451
IFNA2,3440
IFNA21,3452
IFNA4,3441
IFNA5,3442
IFNA6,3443
IFNA7,3444
IFNA8,3445
IFNAR1,3454
IFNAR2,3455
IFNB1,3456
IFNG,3458
IFNGR1,3459
IFNGR2,3460
IFNW1,3467
IFRD1,3475
IFRD2,7866
IFT122,55764
IFT140,9742
IFT20,90410
IFT22,64792
IFT27,11020
IFT46,56912
IFT52,51098
IFT57,55081
IFT74,80173
IFT81,28981
IFT88,8100
IGBP1,3476
IGF1,3479
IGF1R,3480
IGF2,3481
IGF2-AS,51214
IGF2BP2,10644
IGF2BP3,10643
IGF2R,3482
IGFALS,3483
IGFBP1,3484
IGFBP2,3485
IGFBP3,3486
IGFBP4,3487
IGFBP5,3488
IGFBP6,3489
IGFBP7,3490
IGFLR1,79713
IGHMBP2,3508
IGLL1,3543
IGSF1,3547
IGSF3,3321
IGSF6,10261
IGSF9B,22997
IHH,3549
IK,3550
IKBKB,3551
IKBKE,9641
IKBKG,8517
IKZF1,10320
IKZF2,22807
IKZF3,22806
IKZF4,64375
IKZF5,64376
IL10,3586
IL10RA,3587
IL10RB,3588
IL11,3589
IL11RA,3590
IL12A,3592
IL12B,3593
IL12RB1,3594
IL12RB2,3595
IL13,3596
IL13RA1,3597
IL13RA2,3598
IL15,3600
IL15RA,3601
IL16,3603
IL17A,3605
IL17B,27190
IL17RA,23765
IL17RB,55540
IL17RC,84818
IL18,3606
IL18BP,10068
IL18R1,8809
IL18RAP,8807
IL19,29949
IL1A,3552
IL1B,3553
IL1R1,3554
IL1R2,7850
IL1RAP,3556
IL1RAPL1,11141
IL1RAPL2,26280
IL1RL1,9173
IL1RL2,8808
IL1RN,3557
IL2,3558
IL20RA,53832
IL21,59067
IL21R,50615
IL22,50616
IL22RA1,58985
IL23A,51561
IL24,11009
IL25,64806
IL26,55801
IL27RA,9466
IL2RA,3559
IL2RB,3560
IL2RG,3561
IL3,3562
IL32,9235
IL33,90865
IL36A,27179
IL36G,56300
IL36RN,26525
IL37,27178
IL3RA,3563
IL4,3565
IL4R,3566
IL5,3567
IL5RA,3568
IL6,3569
IL6R,3570
IL6ST,3572
IL7,3574
IL7R,3575
IL9,3578
IL9R,3581
ILF2,3608
ILF3,3609
ILK,3611
ILKAP,80895
ILRUN,64771
ILVBL,10994
IMMT,10989
IMP3,55272
IMP4,92856
IMPA1,3612
IMPA2,3613
IMPACT,55364
IMPDH1,3614
IMPDH2,3615
IMPG1,3617
IMPG2,50939
INA,9118
INAVA,55765
INCENP,3619
INE1,8552
INF2,64423
ING1,3621
ING2,3622
ING3,54556
ING4,51147
INHA,3623
INHBA,3624
INHBB,3625
INHBC,3626
INHBE,83729
INKA2,55924
INO80B,83444
INO80D,54891
INPP1,3628
INPP4A,3631
INPP4B,8821
INPP5A,3632
INPP5B,3633
INPP5D,3635
INPP5E,56623
INPP5F,22876
INPP5J,27124
INPP5K,51763
INPPL1,3636
INS,3630
INSIG1,3638
INSIG2,51141
INSL3,3640
INSL4,3641
INSL5,10022
INSL6,11172
INSM1,3642
INSR,3643
INSRR,3645
INTS1,26173
INTS11,54973
INTS12,57117
INTS13,55726
INTS14,81556
INTS15,79034
INTS3,65123
INTS5,80789
INTS6,26512
INTS7,25896
INTS8,55656
INTS9,55756
INVS,27130
IP6K1,9807
IP6K2,51447
IPCEF1,26034
IPO13,9670
IPO4,79711
IPO5,3843
IPO7,10527
IPO8,10526
IPO9,55705
IPP,3652
IPPK,64768
IQCA1,79781
IQCB1,9657
IQCC,55721
IQCE,23288
IQCG,84223
IQCH,64799
IQCJ-SCHIP1,29970
IQCK,124152
IQGAP1,8826
IQGAP2,10788
IQSEC1,9922
IQSEC2,23096
IQSEC3,440073
IRAG2,4033
IRAK1,3654
IRAK1BP1,134728
IRAK3,11213
IRAK4,51135
IREB2,3658
IRF1,3659
IRF2,3660
IRF2BP1,26145
IRF3,3661
IRF4,3662
IRF5,3663
IRF6,3664
IRF7,3665
IRF8,3394
IRF9,10379
IRGC,56269
IRS1,3667
IRS2,8660
IRS4,8471
IRX4,50805
IRX5,10265
ISCA1,81689
ISCU,23479
ISG15,9636
ISG20,3669
ISG20L2,81875
ISL1,3670
ISLR,3671
ISOC1,51015
ISOC2,79763
IST1,9798
ISYNA1,51477
ITCH,83737
ITFG1,81533
ITFG2,55846
ITGA10,8515
ITGA2,3673
ITGA2B,3674
ITGA3,3675
ITGA4,3676
ITGA5,3678
ITGA6,3655
ITGA7,3679
ITGA8,8516
ITGA9,3680
ITGAE,3682
ITGAL,3683
ITGAM,3684
ITGAV,3685
ITGAX,3687
ITGB1,3688
ITGB1BP1,9270
ITGB1BP2,26548
ITGB2,3689
ITGB3,3690
ITGB3BP,23421
ITGB4,3691
ITGB5,3693
ITGB6,3694
ITGB7,3695
ITGB8,3696
ITGBL1,9358
ITIH1,3697
ITIH2,3698
ITIH3,3699
ITIH4,3700
ITIH5,80760
ITK,3702
ITM2A,9452
ITM2B,9445
ITM2C,81618
ITPA,3704
ITPK1,3705
ITPKA,3706
ITPKB,3707
ITPKC,80271
ITPR1,3708
ITPR2,3709
ITPR3,3710
ITPRID2,6744
ITSN1,6453
ITSN2,50618
IVD,3712
IVL,3713
IVNS1ABP,10625
IZUMO4,113177
JADE2,23338
JADE3,9767
JAG1,182
JAG2,3714
JAK1,3716
JAK2,3717
JAK3,3718
JAKMIP2,9832
JAM2,58494
JAM3,83700
JARID2,3720
JCAD,57608
JCHAIN,3512
JHY,79864
JMJD1C,221037
JMJD4,65094
JMJD6,23210
JMJD7-PLA2G4B,8681
JOSD1,9929
JPH2,57158
JPH3,57338
JPT1,51155
JPT2,90861
JRK,8629
JRKL,8690
JTB,10899
JUN,3725
JUNB,3726
JUND,3727
JUP,3728
KALRN,8997
KANK1,23189
KANK2,25959
KANK3,256949
KANSL1L,151050
KANSL2,54934
KANSL3,55683
KARS1,3735
KAT2A,2648
KAT2B,8850
KAT5,10524
KAT6A,7994
KAT6B,23522
KAT7,11143
KAT8,84148
KATNA1,11104
KATNB1,10300
KATNBL1,79768
KATNIP,23247
KAZALD1,81621
KAZN,23254
KBTBD11,9920
KBTBD2,25948
KBTBD4,55709
KCMF1,56888
KCNA1,3736
KCNA10,3744
KCNA2,3737
KCNA3,3738
KCNA4,3739
KCNA5,3741
KCNA6,3742
KCNAB1,7881
KCNAB2,8514
KCNAB3,9196
KCNB1,3745
KCNB2,9312
KCNC1,3746
KCNC2,3747
KCNC3,3748
KCNC4,3749
KCND1,3750
KCND2,3751
KCND3,3752
KCNE1,3753
KCNE2,9992
KCNE4,23704
KCNE5,23630
KCNF1,3754
KCNG1,3755
KCNG2,26251
KCNH1,3756
KCNH2,3757
KCNH4,23415
KCNH6,81033
KCNH7,90134
KCNIP1,30820
KCNIP2,30819
KCNJ1,3758
KCNJ10,3766
KCNJ12,3768
KCNJ13,3769
KCNJ14,3770
KCNJ15,3772
KCNJ16,3773
KCNJ2,3759
KCNJ3,3760
KCNJ4,3761
KCNJ5,3762
KCNJ6,3763
KCNJ8,3764
KCNJ9,3765
KCNK1,3775
KCNK10,54207
KCNK12,56660
KCNK13,56659
KCNK15,60598
KCNK2,3776
KCNK3,3777
KCNK4,50801
KCNK5,8645
KCNK7,10089
KCNMA1,3778
KCNMB1,3779
KCNMB2,10242
KCNMB3,27094
KCNMB4,27345
KCNN1,3780
KCNN2,3781
KCNN3,3782
KCNN4,3783
KCNQ1,3784
KCNQ1DN,55539
KCNQ2,3785
KCNQ3,3786
KCNQ4,9132
KCNS1,3787
KCNS3,3790
KCNT2,343450
KCNV1,27012
KCNV2,169522
KCTD12,115207
KCTD13,253980
KCTD14,65987
KCTD15,79047
KCTD17,79734
KCTD2,23510
KCTD20,222658
KCTD3,51133
KCTD5,54442
KCTD7,154881
KCTD9,54793
KDELR1,10945
KDELR2,11014
KDELR3,11015
KDM1A,23028
KDM2A,22992
KDM3A,55818
KDM3B,51780
KDM4A,9682
KDM4B,23030
KDM4C,23081
KDM4D,55693
KDM5A,5927
KDM5B,10765
KDM5C,8242
KDM5D,8284
KDM6A,7403
KDM7A,80853
KDM8,79831
KDR,3791
KDSR,2531
KEAP1,9817
KEL,3792
KERA,11081
KHDC1,80759
KHDC4,22889
KHDRBS1,10657
KHDRBS2,202559
KHDRBS3,10656
KHK,3795
KHNYN,23351
KHSRP,8570
KIAA0040,9674
KIAA0087,9808
KIAA0232,9778
KIAA0319,9856
KIAA0319L,79932
KIAA0408,9729
KIAA0513,9764
KIAA0586,9786
KIAA0753,9851
KIAA0930,23313
KIAA1217,56243
KIAA1549L,25758
KIAA1614,57710
KIDINS220,57498
KIF11,3832
KIF13A,63971
KIF13B,23303
KIF14,9928
KIF15,56992
KIF16B,55614
KIF17,57576
KIF18A,81930
KIF18B,146909
KIF1A,547
KIF1B,23095
KIF1C,10749
KIF20A,10112
KIF20B,9585
KIF21B,23046
KIF22,3835
KIF23,9493
KIF25,3834
KIF26B,55083
KIF2A,3796
KIF2C,11004
KIF3A,11127
KIF3B,9371
KIF3C,3797
KIF4A,24137
KIF5A,3798
KIF5B,3799
KIF5C,3800
KIFAP3,22920
KIFBP,26128
KIFC1,3833
KIFC3,3801
KIN,22944
KIR2DL1,3802
KIR2DL3,3804
KIR2DL4,3805
KIR2DS4,3809
KIR3DL1,3811
KIR3DL2,3812
KIR3DL3,115653
KIRREL1,55243
KISS1,3814
KIT,3815
KITLG,4254
KIZ,55857
KL,9365
KLC1,3831
KLC2,64837
KLF1,10661
KLF10,7071
KLF11,8462
KLF12,11278
KLF13,51621
KLF15,28999
KLF2,10365
KLF3,51274
KLF4,9314
KLF5,688
KLF6,1316
KLF7,8609
KLF8,11279
KLF9,687
KLHDC10,23008
KLHDC2,23588
KLHDC3,116138
KLHDC4,54758
KLHDC8A,55220
KLHL1,57626
KLHL11,55175
KLHL12,59349
KLHL18,23276
KLHL2,11275
KLHL20,27252
KLHL21,9903
KLHL22,84861
KLHL23,151230
KLHL24,54800
KLHL25,64410
KLHL26,55295
KLHL28,54813
KLHL29,114818
KLHL3,26249
KLHL35,283212
KLHL36,79786
KLHL4,56062
KLHL41,10324
KLHL7,55975
KLHL9,55958
KLK1,3816
KLK10,5655
KLK11,11012
KLK12,43849
KLK13,26085
KLK14,43847
KLK15,55554
KLK2,3817
KLK3,354
KLK5,25818
KLK6,5653
KLK7,5650
KLK8,11202
KLKB1,3818
KLRB1,3820
KLRC1,3821
KLRC3,3823
KLRC4,8302
KLRD1,3824
KLRF1,51348
KLRG1,10219
KLRK1,22914
KMO,8564
KMT2A,4297
KMT2B,9757
KMT2D,8085
KMT5A,387893
KMT5B,51111
KNG1,3827
KNL1,57082
KNOP1,400506
KNTC1,9735
KPNA1,3836
KPNA2,3838
KPNA3,3839
KPNA4,3840
KPNA5,3841
KPNA6,23633
KPNB1,3837
KPTN,11133
KRAS,3845
KRBOX4,55634
KRCC1,51315
KREMEN2,79412
KRI1,65095
KRIT1,889
KRR1,11103
KRT1,3848
KRT10,3858
KRT12,3859
KRT13,3860
KRT14,3861
KRT15,3866
KRT16,3868
KRT17,3872
KRT18,3875
KRT19,3880
KRT19P2,160313
KRT2,3849
KRT20,54474
KRT23,25984
KRT24,192666
KRT3,3850
KRT31,3881
KRT32,3882
KRT33A,3883
KRT33B,3884
KRT34,3885
KRT35,3886
KRT36,8689
KRT37,8688
KRT38,8687
KRT4,3851
KRT5,3852
KRT6B,3854
KRT7,3855
KRT75,9119
KRT76,51350
KRT8,3856
KRT81,3887
KRT83,3889
KRT84,3890
KRT85,3891
KRT86,3892
KRT9,3857
KRTAP1-1,81851
KRTAP1-3,81850
KRTAP2-4,85294
KRTAP5-8,57830
KRTAP5-9,3846
KRTAP9-9,81870
KSR1,8844
KTN1,3895
KXD1,79036
KYAT1,883
KYAT3,56267
KYNU,8942
L1CAM,3897
L1TD1,54596
L2HGDH,79944
L3MBTL1,26013
LACTB2,51110
LAD1,3898
LAG3,3902
LAGE3,8270
LAIR1,3903
LAIR2,3904
LALBA,3906
LAMA1,284217
LAMA2,3908
LAMA3,3909
LAMA4,3910
LAMA5,3911
LAMB1,3912
LAMB2,3913
LAMB3,3914
LAMB4,22798
LAMC1,3915
LAMC2,3918
LAMC3,10319
LAMP1,3916
LAMP2,3920
LAMP3,27074
LAMP5,24141
LAMTOR2,28956
LAMTOR3,8649
LAMTOR5,10542
LANCL1,10314
LANCL2,55915
LAP3,51056
LAPTM4A,9741
LAPTM4B,55353
LAPTM5,7805
LARGE1,9215
LARP1,23367
LARP4,113251
LARP4B,23185
LARP6,55323
LARP7,51574
LARS1,51520
LARS2,23395
LAS1L,81887
LASP1,3927
LAT,27040
LAT2,7462
LATS1,9113
LAX1,54900
LBH,81606
LBHD1,79081
LBP,3929
LBR,3930
LBX1,10660
LCAT,3931
LCE2B,26239
LCK,3932
LCMT1,51451
LCMT2,9836
LCN1,3933
LCN2,3934
LCP1,3936
LCP2,3937
LCT,3938
LDAF1,57146
LDAH,60526
LDB1,8861
LDB2,9079
LDB3,11155
LDHA,3939
LDHAL6B,92483
LDHB,3945
LDHC,3948
LDLR,3949
LDLRAD4,753
LDLRAP1,26119
LDOC1,23641
LECT2,3950
LEF1,51176
LEFTY1,10637
LEFTY2,7044
LEMD3,23592
LENEP,55891
LEP,3952
LEPR,3953
LEPROT,54741
LEPROTL1,23484
LETM1,3954
LETMD1,25875
LFNG,3955
LGALS1,3956
LGALS13,29124
LGALS14,56891
LGALS2,3957
LGALS3,3958
LGALS3BP,3959
LGALS4,3960
LGALS7,3963
LGALS7B,3963
LGALS8,3964
LGALS9,3965
LGALSL,29094
LGI1,9211
LGI2,55203
LGMN,5641
LGR4,55366
LGR5,8549
LGSN,51557
LHB,3972
LHCGR,3973
LHFPL2,10184
LHFPL6,10186
LHPP,64077
LHX1,3975
LHX2,9355
LHX3,8022
LHX5,64211
LHX6,26468
LIAS,11019
LIF,3976
LIFR,3977
LIG1,3978
LIG3,3980
LIG4,3981
LILRA1,11024
LILRA2,11027
LILRA4,23547
LILRA5,353514
LILRA6,79168
LILRB1,10859
LILRB2,10288
LILRB4,11006
LILRB5,10990
LILRP2,79166
LIM2,3982
LIMA1,51474
LIMCH1,22998
LIMD1,8994
LIMD2,80774
LIME1,54923
LIMK1,3984
LIMK2,3985
LIMS1,3987
LIMS2,55679
LIN28A,79727
LIN37,55957
LIN7A,8825
LIN7B,64130
LIN7C,55327
LINC-PINT,378805
LINC00339,29092
LINC00472,79940
LINC00474,58483
LINC00574,80069
LINC00588,26138
LINC00921,283876
LINC00928,283761
LINC00939,400084
LINC01140,339524
LINC01278,92249
LINC01558,26238
LINC01565,23434
LINC01587,10141
LINC01711,79160
LINC01963,150967
LINC02210-CRHR1,1394
LINC02249,26082
LINC02864,400655
LINS1,55180
LIPA,3988
LIPC,3990
LIPE,3991
LIPF,8513
LIPG,9388
LIPT1,51601
LITAF,9516
LLGL1,3996
LLGL2,3993
LLPH,84298
LMAN1,3998
LMAN1L,79748
LMAN2,10960
LMAN2L,81562
LMBR1L,55716
LMBRD1,55788
LMCD1,29995
LMF1,64788
LMF2,91289
LMNA,4000
LMNB1,4001
LMNB2,84823
LMO1,4004
LMO2,4005
LMO3,55885
LMO4,8543
LMO7,4008
LMOD1,25802
LMTK2,22853
LMX1B,4010
LNPEP,4012
LONP1,9361
LONP2,83752
LONRF3,79836
LORICRIN,4014
LOX,4015
LOXL1,4016
LOXL2,4017
LPA,4018
LPAL2,80350
LPAR1,1902
LPAR2,9170
LPAR3,23566
LPAR4,2846
LPAR6,10161
LPCAT1,79888
LPCAT3,10162
LPCAT4,254531
LPGAT1,9926
LPIN1,23175
LPIN2,9663
LPL,4023
LPO,4025
LPP,4026
LPXN,9404
LRAT,9227
LRBA,987
LRCH1,23143
LRCH3,84859
LRCH4,4034
LRFN3,79414
LRFN4,78999
LRIF1,55791
LRIG1,26018
LRIG2,9860
LRIT1,26103
LRP1,4035
LRP10,26020
LRP12,29967
LRP1B,53353
LRP2,4036
LRP2BP,55805
LRP3,4037
LRP4,4038
LRP5,4041
LRP6,4040
LRP8,7804
LRPAP1,4043
LRPPRC,10128
LRRC1,55227
LRRC14,9684
LRRC15,131578
LRRC17,10234
LRRC19,64922
LRRC2,79442
LRRC20,55222
LRRC23,10233
LRRC3,81543
LRRC31,79782
LRRC32,2615
LRRC36,55282
LRRC37A,9884
LRRC37A3,374819
LRRC40,55631
LRRC41,10489
LRRC42,115353
LRRC47,57470
LRRC49,54839
LRRC59,55379
LRRC61,65999
LRRC75B,388886
LRRC8B,23507
LRRC8C-DT,400761
LRRC8D,55144
LRRC8E,80131
LRRFIP1,9208
LRRFIP2,9209
LRRK1,79705
LRRN2,10446
LRRN3,54674
LRRTM2,26045
LRRTM4,80059
LRTM1,57408
LRTOMT,220074
LSAMP,4045
LSG1,55341
LSM1,27257
LSM12,124801
LSM14A,26065
LSM14B,149986
LSM2,57819
LSM3,27258
LSM4,25804
LSM5,23658
LSM6,11157
LSM7,51690
LSM8,51691
LSP1,4046
LSR,51599
LSS,4047
LST1,7940
LTA,4049
LTA4H,4048
LTB,4050
LTB4R,1241
LTB4R2,56413
LTBP1,4052
LTBP2,4053
LTBP3,4054
LTBP4,8425
LTBR,4055
LTC4S,4056
LTF,4057
LTK,4058
LTN1,26046
LUC7L,55692
LUC7L2,51631
LUC7L3,51747
LUM,4060
LURAP1L,286343
LUZP1,7798
LUZP2,338645
LUZP4,51213
LXN,56925
LY6D,8581
LY6E,4061
LY6G5C,80741
LY6G6C,80740
LY6G6D,58530
LY6H,4062
LY75,4065
LY86,9450
LY9,4063
LY96,23643
LYL1,4066
LYN,4067
LYPD1,116372
LYPD3,27076
LYPLA1,10434
LYPLA2,11313
LYRM1,57149
LYRM2,57226
LYRM4,57128
LYRM9,201229
LYST,1130
LYVE1,10894
LYZL6,57151
LZTFL1,54585
LZTR1,8216
LZTS1,11178
LZTS3,9762
M6PR,4074
MAB21L1,4081
MAB21L2,10586
MAB21L4,79919
MACF1,23499
MACIR,90355
MACO1,55219
MACROD1,28992
MACROH2A1,9555
MACROH2A2,55506
MAD1L1,8379
MAD2L1,4085
MAD2L1BP,9587
MADCAM1,8174
MADD,8567
MAEA,10296
MAF,4094
MAFB,9935
MAFF,23764
MAFG,4097
MAFK,7975
MAG,4099
MAGEA1,4100
MAGEA10,4109
MAGEA11,4110
MAGEA12,4111
MAGEA2B,266740
MAGEA3,4102
MAGEA4,4103
MAGEA6,4105
MAGEA8,4107
MAGEA9,4108
MAGEB1,4112
MAGEB2,4113
MAGEB3,4114
MAGEB4,4115
MAGEC1,9947
MAGEC2,51438
MAGEC3,139081
MAGED1,9500
MAGED2,10916
MAGED4B,81557
MAGEF1,64110
MAGEH1,28986
MAGEL2,54551
MAGI1,9223
MAGI2,9863
MAGIX,79917
MAGOH,4116
MAGOHB,55110
MAGT1,84061
MAIP1,79568
MAK,4117
MAK16,84549
MAL,4118
MALL,7851
MALT1,10892
MAML1,9794
MAMLD1,10046
MAN1A1,4121
MAN1A2,10905
MAN1B1,11253
MAN1C1,57134
MAN2A1,4124
MAN2A2,4122
MAN2B1,4125
MAN2B2,23324
MAN2C1,4123
MANBA,4126
MANEA,79694
MANF,7873
MANSC1,54682
MAOA,4128
MAOB,4129
MAP1A,4130
MAP1B,4131
MAP1LC3B,81631
MAP1LC3C,440738
MAP1S,55201
MAP2,4133
MAP2K1,5604
MAP2K2,5605
MAP2K3,5606
MAP2K4,6416
MAP2K5,5607
MAP2K6,5608
MAP2K7,5609
MAP3K1,4214
MAP3K10,4294
MAP3K11,4296
MAP3K12,7786
MAP3K13,9175
MAP3K14,9020
MAP3K15,389840
MAP3K19,80122
MAP3K2,10746
MAP3K20,51776
MAP3K3,4215
MAP3K4,4216
MAP3K5,4217
MAP3K6,9064
MAP3K7,6885
MAP3K7CL,56911
MAP3K8,1326
MAP3K9,4293
MAP4,4134
MAP4K1,11184
MAP4K2,5871
MAP4K3,8491
MAP4K4,9448
MAP4K5,11183
MAP6D1,79929
MAP7,9053
MAP7D1,55700
MAP7D3,79649
MAP9,79884
MAPK1,5594
MAPK10,5602
MAPK11,5600
MAPK12,6300
MAPK13,5603
MAPK14,1432
MAPK1IP1L,93487
MAPK3,5595
MAPK4,5596
MAPK6,5597
MAPK7,5598
MAPK8,5599
MAPK8IP1,9479
MAPK8IP2,23542
MAPK8IP3,23162
MAPK9,5601
MAPKAP1,79109
MAPKAPK2,9261
MAPKAPK3,7867
MAPKAPK5,8550
MAPKAPK5-AS1,51275
MAPKBP1,23005
MAPRE1,22919
MAPRE2,10982
MAPRE3,22924
MAPT,4137
MARCHF1,55016
MARCHF2,51257
MARCHF3,115123
MARCHF5,54708
MARCHF6,10299
MARCHF7,64844
MARCHF8,220972
MARCKS,4082
MARCKSL1,65108
MARCO,8685
MARF1,9665
MARK1,4139
MARK2,2011
MARK3,4140
MARK4,57787
MARS1,4141
MAS1,4142
MASP1,5648
MASP2,10747
MAST1,22983
MAST2,23139
MAST3,23031
MAT1A,4143
MAT2A,4144
MAT2B,27430
MATCAP2,23366
MATK,4145
MATN1,4146
MATN2,4147
MATN3,4148
MATN4,8785
MATR3,9782
MAU2,23383
MAX,4149
MAZ,4150
MB,4151
MBD1,4152
MBD2,8932
MBD3,53615
MBD4,8930
MBD5,55777
MBD6,114785
MBIP,51562
MBL1P,8512
MBL2,4153
MBNL1,4154
MBNL2,10150
MBNL3,55796
MBOAT2,129642
MBOAT7,79143
MBP,4155
MBTD1,54799
MBTPS1,8720
MBTPS2,51360
MC1R,4157
MC2R,4158
MC3R,4159
MC4R,4160
MC5R,4161
MCAM,4162
MCAT,27349
MCC,4163
MCCC1,56922
MCCC2,64087
MCF2,4168
MCF2L,23263
MCF2L2,23101
MCFD2,90411
MCHR1,2847
MCL1,4170
MCM10,55388
MCM2,4171
MCM3,4172
MCM3AP,8888
MCM3AP-AS1,114044
MCM4,4173
MCM5,4174
MCM6,4175
MCM7,4176
MCMBP,79892
MCOLN1,57192
MCOLN3,55283
MCPH1,79648
MCRS1,10445
MCTP1,79772
MCTP2,55784
MCTS1,28985
MCUB,55013
MCUR1,63933
MDC1,9656
MDFI,4188
MDFIC,29969
MDH1,4190
MDH2,4191
MDK,4192
MDM1,56890
MDM2,4193
MDM4,4194
MDN1,23195
ME1,4199
ME2,4200
ME3,10873
MEA1,4201
MEAF6,64769
MEAK7,57707
MECOM,2122
MECP2,4204
MECR,51102
MED1,5469
MED12,9968
MED13,9969
MED13L,23389
MED14,9282
MED15,51586
MED16,10025
MED17,9440
MED18,54797
MED20,9477
MED21,9412
MED22,6837
MED23,9439
MED24,9862
MED25,81857
MED26,9441
MED27,9442
MED28,80306
MED31,51003
MED4,29079
MED6,10001
MED7,9443
MED8,112950
MED9,55090
MEF2A,4205
MEF2B,4207
MEF2C,4208
MEF2D,4209
MEFV,4210
MEG3,55384
MEGF6,1953
MEGF8,1954
MEGF9,1955
MEIS1,4211
MEIS2,4212
MELK,9833
MELTF,4241
MEMO1,51072
MEN1,4221
MEOX1,4222
MEOX2,4223
MEP1A,4224
MEP1B,4225
MEPCE,56257
MEPE,56955
MERTK,10461
MEST,4232
MET,4233
METAP1,23173
METAP2,10988
METRN,79006
METTL1,4234
METTL13,51603
METTL16,79066
METTL17,64745
METTL18,92342
METTL22,79091
METTL25B,51093
METTL2A,339175
METTL3,56339
METTL4,64863
METTL5,29081
METTL7A,25840
METTL8,79828
METTL9,51108
MEX3C,51320
MEX3D,399664
MFAP1,4236
MFAP2,4237
MFAP3,4238
MFAP3L,9848
MFAP4,4239
MFAP5,8076
MFF,56947
MFGE8,4240
MFHAS1,9258
MFN1,55669
MFN2,9927
MFNG,4242
MFSD1,64747
MFSD10,10227
MFSD11,79157
MFSD12,126321
