drug_id,drug_common_name,drug_target_class,drug_synonyms,drug_type,drug_mechanism_of_action
CHEMBL5314397,ACUMAPIMOD,Unclassified protein|Enzyme,Acumapimod|Bct-197,Small molecule,MAP kinase p38 alpha inhibitor
CHEMBL5314409,GSK-2269557,Enzyme,GSK-2269557|GSK2269557|Gsk-2269557|Nemiralisib hydrochloride,Small molecule,PI3-kinase p110-delta subunit inhibitor
CHEMBL551466,ACLIDINIUM BROMIDE,Membrane receptor,14115700|Aclidinium bromide|Bromure d'aclidinium|Bromuro de aclidinio|Genuair|LAS 34273|LAS 34273 MICRONIZED|LAS W-330|LAS-34273|LAS-34273 MICRONIZED|LAS-W-330|LAS34273,Small molecule,Muscarinic acetylcholine receptor M3 antagonist
CHEMBL570015,GSK-256066,Enzyme,GSK256066|Gsk-256066,Small molecule,Phosphodiesterase 4 inhibitor
CHEMBL605846,OLODATEROL,Membrane receptor,BI 1744|Olodaterol,Small molecule,Beta-2 adrenergic receptor agonist
CHEMBL714,ALBUTEROL,Membrane receptor,Accuneb|Albuterol|Combivent|Duoneb|Etinoline|NSC-757417|PROVENTIL-HFA|SCH 13949W|SCH-13949W|Salbutamol|Salbutamolum|Ventoline|Volmax,Small molecule,Beta-2 adrenergic receptor agonist
CHEMBL831,LOXAPINE,Membrane receptor,"CL 62,362|CL-62362|Loxapac|Loxapina|Loxapine|Loxitane|SUM 3170|SUM-3170",Small molecule,D2-like dopamine receptor antagonist
CHEMBL957,BOSENTAN,Membrane receptor,Anhydrous bosentan|Bosentan|Bosentan (as monohydrate)|Bosentan anhydrous|Bosentan hydrate|Bosentan monohydrate|RO 47-0203/029|RO-47-0203-029|RO-470203029,Small molecule,"Endothelin receptor, ET-A/ET-B antagonist"
CHEMBL967,TEMAZEPAM,Ion channel,(rs)-temazepam|NSC-246303|Temazepam|Temazepam civ|WY-3917,Small molecule,GABA-A receptor; anion channel positive allosteric modulator
CHEMBL9960,AZD-7624,Unclassified protein|Enzyme,AZD-7624|Azd 7624|Azd-7624,Small molecule,MAP kinase p38 alpha inhibitor
CHEMBL1200622,PARICALCITOL,Transcription factor,COMPOUND 49510|COMPOUND-49510|Paricalcitol,Small molecule,Vitamin D receptor agonist
CHEMBL1201320,ESOMEPRAZOLE,Transporter,"A02BC05|Esomeprazol|Esomeprazole|Inexium paranova|Omeprazole s-form|Omeprazole, (s)-",Small molecule,Potassium-transporting ATPase inhibitor
CHEMBL191413,REPARIXIN,Membrane receptor,DF 1681Y|DF-1681Y|DF1681Y|Df-1681y|Reparixin|Reparixina|Reparixine|Repertaxin,Small molecule,Interleukin-8 receptor B modulator
CHEMBL1743027,GIRENTUXIMAB,Enzyme,CA9-SCAN CG250|CG-250|CG250|Girentuximab|WX-G250,Antibody,Carbonic anhydrase IX other
CHEMBL4585668,BELZUTIFAN,Transcription factor,Belzutifan|MK-6482|MK6482|Mk-6482|PT-2977|PT2977|Pt 2977|Pt2977,Small molecule,Endothelial PAS domain-containing protein 1 inhibitor
CHEMBL4594455,AGS-16C3F,Structural protein,ADC AGS-16C3F|AGS-16C3F|Ags-16c3f|Ags-16c3f (anti-enpp3 antibody),Unknown,Tubulin disrupting agent
CHEMBL4594462,BATIRAXCEPT,Unclassified protein,AVB S6 500|AVB-500|AVB-S6-500|AVBS6500|Aravive-S6|Avb-s6-500|Axl fc fusion protein avb-s6-500|Batiraxcept|Ruga-S6|S6-500c,Protein,Growth arrest-specific protein 6 inhibitor
CHEMBL518924,MAVORIXAFOR,Membrane receptor,AMD-070|AMD-11070|AMD070|AMD11070|Amd 070|Cxcr4 inhibitor x4p-001|Mavorixafor|X 4P-001|X4P-001|X4p001,Small molecule,C-X-C chemokine receptor type 4 antagonist
CHEMBL1201460,DALTEPARIN SODIUM,Enzyme|Secreted protein,.alpha.-heparin|B01AB04|Boxol|Dalteparin|Dalteparin sodium|Dalteparina de sodio|Dalteparine sodique|FR-860|Fragmine|HEPARIN FRAGMENT KABI 2165|KABI-2165|Low-liquemine,Oligosaccharide,Antithrombin-III activator
CHEMBL1201414,TINZAPARIN SODIUM,Enzyme|Secreted protein,"LNH-1|LNH1|Tinzaparin|Tinzaparin na|Tinzaparin sodium|Tinzaparin sodium, porcine|Tinzaparina de sodio|Tinzaparine sodique",Oligosaccharide,Antithrombin-III activator
CHEMBL1278146,FAMITINIB,Enzyme,Famitinib|SHR-1020|SHR1020|Shr-1020,Small molecule,Platelet-derived growth factor receptor inhibitor
CHEMBL1742982,AFLIBERCEPT,Secreted protein,ABP-938|AVE-0005|AVE0005|Aflibercept|Aflibercept (genetical recombination)|Aflibercept beta|Aflibercept biosimilar (amgen)|Aflibercept recombinant|BAY-86-5321|BAY-865321|BAY86-5321|VEGF TRAP|Vegf trap-eye|Ziv-aflibercept,Protein,Placenta growth factor inhibitor
CHEMBL2107881,REGRAMOSTIM,Membrane receptor,GM-CSF|GM-CSF (CHO CELL)|GMC 89-107|GMC-89-107|Leucotropin glycoform gmc 89-107|RHGM-C|RHGM-CSF|Regramostim,Protein,Granulocyte colony stimulating factor receptor agonist
CHEMBL2108356,PEGDINETANIB,Enzyme,Angiocept|BMS-844203|CT-322|Ct-322|Pegdinetanib|VEGFR-2 INHIBITOR PEPTIDE CT-322,Protein,Vascular endothelial growth factor receptor 2 inhibitor
CHEMBL2108501,LABETUZUMAB,Adhesion,HMN-14|Labetuzumab,Antibody,Carcinoembryonic antigen-related cell adhesion molecule 5 other
CHEMBL2109653,BERMEKIMAB,Secreted protein,Bermekimab|CA-18C3|CV-18C3|MaBp1|RA-18C3|T2-18C3,Antibody,Interleukin-1 alpha inhibitor
CHEMBL217092,SARACATINIB,Unclassified protein|Enzyme,AZ-10353926|AZD-0530|AZD0530|Azd-0530|Saracatinib,Small molecule,Tyrosine-protein kinase ABL inhibitor
CHEMBL2408045,SAPITINIB,Enzyme,AZD-8931|AZD8931|Azd-8931|Sapitinib,Small molecule,Receptor protein-tyrosine kinase erbB-2 inhibitor
CHEMBL252164,LUMINESPIB,Other cytosolic protein,Luminespib|NVP-AUY-922|NVP-AUY922|NVP-AUY922-NX|VER-52296,Small molecule,Heat shock protein HSP90 inhibitor
CHEMBL3264002,AVUTOMETINIB,Enzyme,Avutometinib|CH-5126766|CH5126766|CKI-27|R-7304|RG-7304|Rg-7304|Ro 5126766|Ro-5126766|VS-6766,Small molecule,Dual specificity mitogen-activated protein kinase kinase 2 inhibitor
CHEMBL355200,ENILURACIL,Enzyme,776-C-85|776C85|Eniluracil|Eniluracilo,Small molecule,Dihydropyrimidine dehydrogenase inhibitor
CHEMBL41,FLUOXETINE,Transporter,Fluoxetin ratiopharm|Fluoxetina|Fluoxetine|Fluval|NSC-283480|NSC-758685|Prozac|Sarafem|Symbyax,Small molecule,Serotonin transporter inhibitor
CHEMBL4297813,PRI-724,Epigenetic regulator|Unclassified protein|Transcription factor|Adhesion,"(S,S)-ICG-001|Foscenvivint|PRI-724|PRI724|Pri-724",Unknown,CBP/beta catenin inhibitor
CHEMBL4297877,BALSTILIMAB,Surface antigen,AGEN-2034|AGEN2034|Agen2034|Balstilimab,Antibody,Programmed cell death protein 1 antagonist
CHEMBL65375,TIPIRACIL HYDROCHLORIDE,Enzyme,TAS-1-462|TPI|Tipiracil hydrochloride,Small molecule,Thymidine phosphorylase inhibitor
CHEMBL1200402,AMLODIPINE BESYLATE,Ion channel,"Amlodipine (as besilate)|Amlodipine benzenesulfonate|Amlodipine besilate|Amlodipine besylate|Amlor|Antacal|Lodipressin|Monopina|NSC-758922|Norliqva|UK-48,340-26|UK-48340-26",Small molecule,Voltage-gated L-type calcium channel blocker
CHEMBL1236936,CINACIGUAT,Enzyme,BAY 58-2667|Cinaciguat,Small molecule,Soluble guanylate cyclase activator
CHEMBL1560,CAPTOPRIL,Enzyme,"Apopril|C09AA01|Capoten|Captomax|Captopril|Captoprilum|Farcopril|Garranil|Hypopress|Mepha|NSC-757419|SA-333|SQ -14225|SQ 14,225|SQ-14225|Tensiomin|Zapto",Small molecule,Angiotensin-converting enzyme inhibitor
CHEMBL1711,ISOPROTERENOL HYDROCHLORIDE,Membrane receptor,"Aerotrol|Dl-isoprenaline hydrochloride|Euspiran|Isomenyl|Isoprenaline hydrochloride|Isoprenaline hydrochloride, dl-|Isopropylarterenol hydrochloride|Isoproterenol HCl|Isoproterenol hcl|Isoproterenol hydrochloride|Isovon|L-isoprenaline hydrochloride|Medihaler-Iso|Mistarel|NSC-37745|NSC-89747|Suscardia",Small molecule,Adrenergic receptor beta agonist
CHEMBL2093999,ISTAROXIME,Transporter,"(E,Z)-Istaroxime|Istaroxima|Istaroxime|PST-2744",Small molecule,Sodium/potassium-transporting ATPase inhibitor
CHEMBL2107841,ALBIGLUTIDE,Membrane receptor,Albiglutida|Albiglutide|Albiglutide (genetical recombination)|GSK-716155|GSK716155|Tanzeum,Protein,Glucagon-like peptide 1 receptor agonist
CHEMBL3137301,SACUBITRIL,Enzyme,AHU-377|AHU377|Sacubitril|Sacubitrilo,Small molecule,Neprilysin inhibitor
CHEMBL3707225,GSK2798745,Ion channel,Gsk-2798745|Gsk2798745,Small molecule,Transient receptor potential cation channel subfamily V member 4 antagonist
CHEMBL414157,TONAPOFYLLINE,Membrane receptor,BG-9928|BG9928|Tonapofilina|Tonapofylline,Small molecule,Adenosine A1 receptor antagonist
CHEMBL456,ETHACRYNIC ACID,Transporter,Acide etacrynique|Acido etacrinico|Etacrynic acid|Ethacrynate|Ethacrynic acid|MK-595|NSC-624008|NSC-85791,Small molecule,Sodium-(potassium)-chloride cotransporter 2 inhibitor
CHEMBL49429,LIXIVAPTAN,Membrane receptor,CRTX 080|CRTX-080|CRTX080|Lixivaptan|VPA 985|VPA-985|VPA985|Vpa-985|WAY-VPA-985,Small molecule,Vasopressin V2 receptor antagonist
CHEMBL592435,DERENOFYLLINE,Membrane receptor,Derenofilina|Derenofylline|SLV-320|SLV320|Slv320,Small molecule,Adenosine A1 receptor antagonist
CHEMBL843,ROSIGLITAZONE MALEATE,Transcription factor|Epigenetic regulator,Avandia|BRL-49653|BRL-49653-C|BRL-49653C|NSC-717764|Rosiglitazone maleate|Rosiglitzazone maleate,Small molecule,Peroxisome proliferator-activated receptor gamma agonist
CHEMBL859,OXYPURINOL,Enzyme,NSC-76239|Oxipurinol|Oxypurinol,Small molecule,Xanthine dehydrogenase inhibitor
CHEMBL878,METOLAZONE,Transporter,Metazoline|Metolazona|Metolazone|Metozalone|NSC-759581|Normelan|Oldren|SR 720-22|SR-720-22,Small molecule,Thiazide-sensitive sodium-chloride cotransporter inhibitor
CHEMBL1201580,ADALIMUMAB,Secreted protein,AVT-02|Abp-501|Abrilada|Adalimumab|Adalimumab (abbvie)|Adalimumab (genetical recombination)|Adalimumab (humira)|Adalimumab aacf|Adalimumab adaz|Adalimumab adbm|Adalimumab afzb|Adalimumab aqvh|Adalimumab atto|Adalimumab beta|Adalimumab biosimilar (alvotech)|Adalimumab biosimilar (amgen)|Adalimumab biosimilar (avt02)|Adalimumab biosimilar (celltrion)|Adalimumab biosimilar (ct-p17)|Adalimumab biosimilar (fkb-327)|Adalimumab biosimilar (msb11022)|Adalimumab biosimilar (mylan)|Adalimumab biosimilar (pfizer)|Adalimumab biosimilar (sandoz)|Adalimumab biosimilar (yusimry)|Adalimumab biosimilar (zrc-3197)|Adalimumab bwwd|Adalimumab fkjp|Adalimumab-aacf|Adalimumab-aaty|Adalimumab-adaz|Adalimumab-adbm|Adalimumab-afzb|Adalimumab-aqvh|Adalimumab-atto|Adalimumab-bwwd|Adalimumab-fkjp|Amjevita|Amsparity|Avt02|BI695501|Bcd-057|Bi 695501|Bi-695501|CT-P17|Chs-1420|Cyltezo|D2E7|Exemptia|FKB-327|FKB327|GP2017|Gp-2017|HLX-03|HLX03|Hadlima|Hulio|Hyrimoz|Idacio|LU-200134|LU200134|M-923|M923|MSB-11022|MSB11022|Ons-3010|Pf-06410293|Trudexa|Yuflyma|Yusimry|ZRC-3197|ZRC3197,Antibody,TNF-alpha inhibitor
CHEMBL1201607,NATALIZUMAB,Membrane receptor,AN100226M|ANTEGRAN|Antegren|Natalizumab,Antibody,Integrin alpha-4/beta-7 inhibitor
CHEMBL1201716,MECASERMIN,Enzyme,"CEP-151|Cg-gf2|Cg-igf-1|Igf-1-ec|Igf-1ec|Insulin-like growth factor 1|Insulin-like growth factor i|Mecasermin|Mecasermin recombinant|Mecasermina|Mecasermine|Mechano growth factor|Pv-802|Pv802|Rh-oligopeptide-2|Sh-oligopeptide-2|Somatomedin c|Somatomedin c, human|Vexxon-igf-1",Protein,Insulin-like growth factor I receptor agonist
CHEMBL1201831,CERTOLIZUMAB PEGOL,Secreted protein,CDP 870|CDP-870|CDP870|Certolizumab pegol|PHA-738144,Antibody,TNF-alpha inhibitor
CHEMBL1742995,BRIAKINUMAB,Secreted protein,A-796874.0|ABT-874|BSF 415977|BSF-415977|Briakinumab|J-695|J-695 BSF-415977 LU-415977 WAY-165772 A-796874.0|J695|LU 415977|LU-415977|WAY-165772,Antibody,Interleukin-23 inhibitor
CHEMBL1743020,FORALUMAB,Unclassified protein,Foralumab|NI-0401|TZLS-401,Antibody,T cell surface glycoprotein CD3 inhibitor
CHEMBL2107779,SEMAPIMOD,Unclassified protein|Enzyme,AXD-455|CNI-1493|CPSI-2364 FREE BASE|Cni-1493|Semapimod|Semapimod hydrochloride|Semapimod tetrahydrochloride,Small molecule,MAP kinase p38 alpha inhibitor
CHEMBL2107830,EMPAGLIFLOZIN,Transporter,BI 10773|BI-10773|Bi10773|Empagliflozin|Empagliflozina|Empagliflozine,Small molecule,Sodium/glucose cotransporter 2 inhibitor
CHEMBL2108326,ALICAFORSEN,Adhesion,Alicaforsen,Oligonucleotide,Intercellular adhesion molecule-1 mRNA 3'UTR antisense inhibitor
CHEMBL2109465,QAX-576,Secreted protein,Dectrekumab|QAX-576|Qax-576|Qax576,Antibody,Interleukin-13 inhibitor
CHEMBL2109511,ONTAMALIMAB,Adhesion,Ontamalimab|PF-00547659|SHP-647|SHP647|Shp647,Antibody,Mucosal addressin cell adhesion molecule-1 inhibitor
CHEMBL2109606,GSK-1070806,Secreted protein,GSK-1070806|Gsk-1070806,Antibody,Interleukin-18 inhibitor
CHEMBL2109613,PF-04236921,Secreted protein,PF 4236921|PF-04236921|PF-4236921|Pf-04236921,Antibody,Interleukin-6 inhibitor
CHEMBL2109664,ELDELUMAB,Secreted protein,BMS-936557|Eldelumab|MDX-1100,Antibody,C-X-C motif chemokine 10 inhibitor
CHEMBL2178578,VERCIRNON,Membrane receptor,CCX-282-B|CCX282|GSK-1605786|GSK1605786|Vercirnon|Verecimon,Small molecule,C-C chemokine receptor type 9 antagonist
CHEMBL2364648,GUSELKUMAB,Secreted protein,CNTO 1959|CNTO-1959|Guselkumab,Antibody,Interleukin-23 inhibitor
CHEMBL3137351,ABRILUMAB,Membrane receptor,AMG 181|AMG-181|Abrilumab|MEDI-7183|MEDI7183,Antibody,Integrin alpha-4/beta-7 inhibitor
CHEMBL3301607,FILGOTINIB,Enzyme,Filgotinib|G-146034|G146034|GLPG0634|GS-6034 FREE BASE|Glpg-0634,Small molecule,Tyrosine-protein kinase TYK2 inhibitor
CHEMBL3707247,OZANIMOD,Membrane receptor,Ozanimod|RPC-1063|RPC1063,Small molecule,Sphingosine 1-phosphate receptor Edg-1 modulator
CHEMBL3707374,AMISELIMOD HYDROCHLORIDE,Membrane receptor,Amiselimod hydrochloride|MT-1303,Small molecule,Sphingosine 1-phosphate receptor modulator
CHEMBL3707375,AMISELIMOD,Membrane receptor,2240442|Amiselimod,Small molecule,Sphingosine 1-phosphate receptor modulator
CHEMBL3707383,MONGERSEN SODIUM,None,GED-0301|GED-0301 SODIUM|Mongersen sodium,Oligonucleotide,SMAD-7 mRNA antisense inhibitor
CHEMBL3833372,BRAZIKUMAB,Secreted protein,AMG-139|Brazikumab|MEDI-2070|MEDI2070,Antibody,Interleukin-23 inhibitor
CHEMBL3990014,MIRIKIZUMAB,Secreted protein,LY-3074828|LY3074828|Mirikizumab|Mirikizumab-mrkz,Antibody,Interleukin-23 inhibitor
CHEMBL3990029,RISANKIZUMAB,Secreted protein,655066-01|ABBV-066|BI655066|Bi-655066|Risankizumab|Risankizumab rzaa|Risankizumab-rzaa,Antibody,Interleukin-23 inhibitor
CHEMBL4085457,RITLECITINIB,Enzyme,PF-06651600|Pf-06651600|Ritlecitinib,Small molecule,TEC family kinase inhibitor
CHEMBL4297344,OBEFAZIMOD,Unclassified protein,ABX-464|ABX464|Abx 464|Abx-464|Abx464|Obefazimod|SPL-464,Small molecule,Cap binding complex modulator
CHEMBL4297643,APILIMOD,Enzyme,Apilimod|STA 5326|STA-5326|Sta-5326,Small molecule,1-phosphatidylinositol 3-phosphate 5-kinase inhibitor
CHEMBL4297911,SPESOLIMAB,Enzyme,BI 655130|BI-655130|BI655130|Bi655130|Espesolimab|Spesolimab|Spesolimab sbzo|Spesolimab-sbzo,Antibody,IL36 receptor antagonist
CHEMBL4298111,APILIMOD MESYLATE,Enzyme,Apilimod bis-mesylate|Apilimod dimesylate|Apilimod mesilate|Apilimod mesylate|STA 5326 MESYLATE|STA-5326 MESYLATE|Sta 5326 mesilate|Sta 5326 mesylate|Sta-5326 mesilate|Sta-5326 mesylate,Unknown,1-phosphatidylinositol 3-phosphate 5-kinase inhibitor
CHEMBL643,PROMETHAZINE,Membrane receptor,Dimapp|Diphergan|Fargan|NSC-30321|Phenergan|Proazamine|Procit|Prometazin|Prometazina|Promethacon|Promethazine|Promethegan|Protazine|Prothazin|RP-3277|Remsed|Vallergine|Zipan-25|Zipan-50,Small molecule,Histamine H1 receptor antagonist
CHEMBL704,MESALAMINE,Enzyme,"Benzoic acid, 5-amino-2-hydroxy-|Fisalamine|Iialda|MAX-002|Mesalamine|Mesalazina|Mesalazine|Mesalazine |NSC-38877",Small molecule,Arachidonate 5-lipoxygenase inhibitor
CHEMBL1201608,MUROMONAB-CD3,Membrane receptor,Anticd3|L04AA02|Macs gmp cd3 pure|Muromomab|Muromonab|Muromonab cd3|Muromonab-cd3|OKT-3|OKT3,Antibody,T cell surface glycoprotein CD3 inhibitor
CHEMBL1671,PROPRANOLOL HYDROCHLORIDE,Membrane receptor,AY 64043|AY-64043|ICI 45520|ICI-45520|NSC-91523|Propranolol hydrochloride,Small molecule,Beta-2 adrenergic receptor antagonist
CHEMBL1690,HYDROXYCHLOROQUINE SULFATE,Membrane receptor,Ercoquin|Hydroxychloroquine Sulfate|Hydroxychloroquine sulfate|Hydroxychloroquine sulphate|NSC-4375|Oxichlorochine sulfate|Oxiklorin|Quensyl|TCMDC-123987,Small molecule,Toll-like receptor 7 antagonist
CHEMBL2028663,DABRAFENIB,Unclassified protein|Enzyme,Dabrafenib|GSK-2118436|GSK-2118436A|GSK2118436A|Gsk2118436,Small molecule,Serine/threonine-protein kinase B-raf inhibitor
CHEMBL2105741,TRAMETINIB DIMETHYL SULFOXIDE,Enzyme,GSK-1120212B|GSK1120212B|Trametinib dimethyl sulfoxide,Small molecule,Dual specificity mitogen-activated protein kinase kinase 2 inhibitor
CHEMBL2108705,ASTUPROTIMUT-R,Unclassified protein,Astuprotimut r|Astuprotimut-r|GSK-1572932A|GSK-249553|GSK1572932A|Hp3tut3x8x|MAGE-A3|Mage a3 protein|Mage a3 recombinant protein|Mage-a3 asci|Mage-a3 recombinant protein|SB-249553|Zastumotida|Zastumotide,Unknown,Melanoma-associated antigen 3 vaccine antigen
CHEMBL2403108,CERITINIB,Other nuclear protein|Enzyme,Ceritinib|Ceritinib[mi]|LDK-378|LDK378|NVP-LDK-378-NX|NVP-LDK378-NX,Small molecule,NPM/ALK (Nucleophosmin/ALK tyrosine kinase receptor)
CHEMBL3301612,ENCORAFENIB,Unclassified protein|Enzyme,Encorafenib|Lgx-818|Lgx818|NVP-LGX-818-NXA|NVP-LGX818|NVP-LGX818-NXA,Small molecule,Serine/threonine-protein kinase B-raf inhibitor
CHEMBL383322,RESIQUIMOD,Membrane receptor,CD-11301|CD11301|R-848|Resiquimod|S-28463,Small molecule,Toll-like receptor 7 agonist
CHEMBL4297923,RASDEGAFUSP ALFA,Unclassified protein,CDX-1401|Cdx-1401|Rasdegafusp alfa,Protein,Cancer/testis antigen 1 vaccine antigen
CHEMBL4298050,TIRAGOLUMAB,Unclassified protein,MTIG-7192A|MTIG7192A|Mtig 7192a|Mtig7192a|RG-6058|RG6058|RO-7092284|RO7092284|Tiragolumab,Antibody,T-cell immunoreceptor with Ig and ITIM domains inhibitor
CHEMBL4594557,EFTILAGIMOD ALFA,Unclassified protein,Eftilagimod alfa|IMP321|Immufact|Imp321,Unknown,Lymphocyte activation gene 3 protein vaccine antigen
CHEMBL1201610,CORTICOTROPIN,Membrane receptor,"Adrenocorticotrophin|Adrenocorticotropic hormone|Corticotrophin|Corticotropin|Corticotropin (acth)|Corticotropin in gelatin matrix|Corticotropin, repository|Corticotropina|Corticotropine|Cortigel|Cortrophin|Repository corticotropin",Protein,Melanocortin receptor 2 agonist
CHEMBL1201823,ABATACEPT,Surface antigen,Abatacept|Abatacept (genetical recombination)|Abatacept recombinant|BMS-188667|CTLA4-IGG4M|RG-1046|RG-2077,Protein,T-lymphocyte activation antigen CD86 inhibitor
CHEMBL1743069,SIFALIMUMAB,Secreted protein,MDX-1103|MEDI-545|Sifalimumab,Antibody,Interferon alpha inhibitor
CHEMBL2336071,SIPONIMOD,Membrane receptor,BAF-312|BAF312|Baf312|NVP-BAF312-NX|Siponimod,Small molecule,Sphingosine 1-phosphate receptor Edg-1 agonist
CHEMBL3989986,RAVULIZUMAB,Secreted protein,ALXN-1210|ALXN1210|Ravulizumab|Ravulizumab cwvz|Ravulizumab-cwvz,Antibody,Complement C5 inhibitor
CHEMBL4802159,ENPATORAN,Membrane receptor,Enpatoran|M-5049|M5049,Small molecule,Toll-like receptor 7 antagonist
CHEMBL1059,PREGABALIN,Auxiliary transport protein|Ion channel,CI-1008|NSC-759256|PD-144723|Pregabalin|Pregabalin mylan|Pregabalin sandoz|Pregabalin sandoz gmbh|Pregabalin zentiva|Pregabalina|Pregabaline|Vronogabic|YNP-1807,Small molecule,Voltage-gated calcium channel modulator
CHEMBL1073,GLIPIZIDE,Transporter,"CP-28,720|CP-28720|Glipizida|Glipizide|Glipizide slow release|K 4024|K-4024|NSC-759120",Small molecule,"Sulfonylurea receptor 1, Kir6.2 blocker"
CHEMBL1175,DULOXETINE,Transporter,Cymbalta|Duloxetina|Duloxetine|LY-248686|LY248686,Small molecule,Norepinephrine transporter inhibitor
CHEMBL1200409,LIDOCAINE HYDROCHLORIDE,Ion channel,Anhydrous lidocaine hydrochloride|Lidocaine hcl|Lidocaine hydrochloride|Lidocaine hydrochloride anhydrous|Lidocaine hydrochloride monohydrate|Lidocaine hydrochloride usp|Lidocaini hydrochloridum|Lignocaine (as hydrochloride)|Lignocaine hydrochloride|NSC-757420|Xylocaine hydrochloride,Small molecule,Sodium channel alpha subunit blocker
CHEMBL1201174,SITAGLIPTIN PHOSPHATE,Enzyme,Glactiv|MK-0431|MK0431|ONO-5435|Sitagliptin monophosphate|Sitagliptin monophosphate anhydrous|Sitagliptin monophosphate monohydrate|Sitagliptin phosphate|Sitagliptin phosphate anhydrous|Sitagliptin phosphate hydrate|Sitagliptin phosphate monohydrate,Small molecule,Dipeptidyl peptidase IV inhibitor
CHEMBL1201496,INSULIN ASPART,Enzyme,B28-ASP-INSULIN|INA-X14|INSULIN X14|Insulin aspart|Insulin aspart recombinant|Insulina asparta|Insuline asparte,Protein,Insulin receptor agonist
CHEMBL1201497,INSULIN GLARGINE,Enzyme,Basalin|Basalog|Galactus|Glargin|Glargine|Glaricon|HOE 71GT|HOE 901|HOE-71GT|HOE-901|Insulin Glargine Recombinant|Insulin glargine|Insulin glargine (lantus)|Insulin glargine (sanofi)|Insulin glargine aglr|Insulin glargine recombinant|Insulin glargine yfgn|Insulin glargine-aglr|Insulin glargine-yfgn|Insulina glargina|Insuline glargine|LY-2963016|LY2963016|Lantus r|Lusduna|MK-1293|MYL-1501D|Myl-1501d|Rezvoglar|Rezvoglar kwikpen|Semglee,Protein,Insulin receptor agonist
CHEMBL1201538,INSULIN LISPRO,Enzyme,Insulin Lispro Recombinant|Insulin lispro|Insulin lispro recombinant|Insulina lispro|Insuline lispro|Lyumjev,Protein,Insulin receptor agonist
CHEMBL1201539,INSULIN PORK,Enzyme,Insulin porcine|Insulin porcine insulin|Insulin pork,Protein,Insulin receptor agonist
CHEMBL1201540,INSULIN SUSP ISOPHANE RECOMBINANT HUMAN,Enzyme,Insulin susp isophane recombinant human,Protein,Insulin receptor agonist
CHEMBL1201545,INSULIN SUSP ISOPHANE BEEF,Enzyme,Insulin susp isophane beef,Protein,Insulin receptor agonist
CHEMBL1201611,INSULIN LISPRO PROTAMINE RECOMBINANT,Enzyme,Insulin lispro protamine recombinant,Protein,Insulin receptor agonist
CHEMBL1201613,INSULIN GLULISINE,Enzyme,"Glulisine apidra|HMR 1964|HMR-1964|HMR1964|Insulin Glulisine Recombinant|Insulin glulisine|Insulin glulisine recombinant|Insulin, glulisine, human|Insulin,glulisine,human|Insulina glulisina|Insuline glulisine",Protein,Insulin receptor agonist
